,sentence,word_labels
6,DNA from peripheral nuclear blood cells was genotyped for 5 - HTTLPR using standard polymerase chain reaction methods .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
7,A significant group effect was observed only on memory function tasks ( p = 0.04 ) but not on reaction times ( p = 0.61 ) or attention / executive functioning ( p = 0.59 ) .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
8,Heavy and ex - MDMA+ users performed significantly poorer on memory tasks than controls .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
9,"In contrast , no evidence of memory impairment was observed in moderate MDMA users .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
10,No significant effect of 5 - HTTLPR or gender was observed .,"O,O,O,O,O,O,O,O,O,O,O,O"
11,"While the use of MDMA in quantities that may be considered "" moderate "" is not associated with impaired memory functioning , heavy use of MDMA use may lead to long lasting memory impairments .","O,O,O,O,B,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,I,O,O,O,O,O,O,O,O,O,O,O,B,I,O"
12,No effect of 5 - HTTLPR or gender on memory function or MDMA use was observed .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
0,Regional analysis on the occurrence of oral clefts in South America ..,"O,O,O,O,O,O,O,O,O,O,O,O"
1,"The aim of this work was to search for unequal birth prevalence rates ( BPRs ) of cleft lip + /- cleft palate ( CL / P ) , and cleft palate only ( CPO ) , among different geographic areas in South America , and to analyze phenotypic characteristics and associated risk factors in each identified cluster .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,O,O,O,O,O,B,I,I,O,O,O,O,O,O,O,B,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
2,"Included were 5,128 CL / P cases , 1,745 CPO cases , and 3,712 controls ( like - sexed , non - malformed liveborn infant , born immediately after a malformed one , in the same hospital ) , over 4,199,630 consecutive births .","O,O,O,B,I,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
3,"They were ascertained between 1967 and 2004 , in 190 maternity hospitals of the ECLAMC ( Estudio Colaborativo Latinoamericano de Malformaciones Congenitas ) network , in 102 cities of all 10 South American countries .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
4,"Non - predefined geographical areas with significantly unusual cleft BPRs were identified with Kulldorf and Nagarwalla 's spatial scan statistic , employing number of cases and births , and exact location of each hospital .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
5,Expected values were cleft BPRs registered for the entire ECLAMC hospital network .,"O,O,O,O,O,O,O,O,O,O,O,O,O"
6,"Syndromic and non - syndromic clefts were considered for cluster analysis , and phenotypic characterization , while only non - syndromic for risk factor analysis .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
7,"Seven clusters for CL / P , and four for CPO , with unusual BPRs were identified .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
8,"CL / P cases in high BPR areas were more severe than elsewhere in the sample , similar to a previous ECLAMC report on microtia .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
9,"For CL / P , high BPR clusters were associated with high altitude above sea level , Amerindian ancestry , and low socioeconomic strata ; low BPR clusters showed association with African Black ancestry .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
10,"Advanced maternal age , a recognized risk factor for CPO , was also associated with the only identified geographic cluster for CPO .","O,O,O,O,O,O,O,O,O,B,O,O,O,O,O,O,O,O,O,O,O,B,O"
0,A G1103R mutation in CRB1 is co - inherited with high hyperopia and Leber congenital amaurosis .. PURPOSE : To identify the genetic basis of recessive inheritance of high hyperopia and Leber congenital amaurosis ( LCA ) in a family of Middle Eastern origin .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,I,O,O,O,O,O,O,O,O,O,O,O"
1,MATERIALS AND METHODS : The patients were examined using standard ophthalmic techniques .,"O,O,O,O,O,O,O,O,O,O,O,O,O"
2,DNA samples were obtained and genetic linkage was carried out using polymorphic markers flanking the known genes and loci for LCA .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,O"
3,Exons were amplified and sequenced .,"O,O,O,O,O,O"
4,"RESULTS : All four members of this family affected by LCA showed high to extreme hyperopia , with average spherical refractive errors ranging from +5.00 to +10.00 .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,O,O,O,O,O,O,O,O,O,O,O,O"
5,"Linkage was obtained to 1q31.3 with a maximal LOD score of 5.20 and a mutation found in exon 9 of the CRB1 gene , causing a G1103R substitution at a highly conserved site in the protein .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,O,O,O,O,O,O,O,O,O,O"
6,"CRB1 is a vertebrate homolog of the Drosophila crumbs gene , which is required for photoreceptor morphogenesis , and has been associated with either retinitis pigmentosa ( RP ) or LCA .","O,O,O,O,O,O,O,B,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,O,B,O,O,B,O"
7,This sequence variant has previously been reported as a compound heterozygote in one sporadic LCA patient .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,B,O"
8,"CONCLUSION : Although hyperopia has been associated with LCA , it is typically moderate and variable between patients with the same mutation .","O,O,O,O,O,O,O,O,B,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
9,"In addition , some CRB1 mutations can be associated with either RP or LCA .","O,O,O,O,O,O,O,O,O,O,O,O,O,B,O"
10,We have shown that hyperopia and LCA are linked to the mutant CRB1 gene itself and are not dependent on unlinked modifiers .,"O,O,O,O,O,O,O,O,O,O,O,O,B,O,O,O,O,O,O,O,O,O,O"
0,Mono - allelic POLG expression resulting from nonsense - mediated decay and alternative splicing in a patient with Alpers syndrome .. Alpers syndrome is an autosomal recessive mitochondrial DNA depletion disorder that affects children and young adults .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,O,O,O,O,O,O,O,O,O,O,B,I,I,O,O,O,O,O,O,O,O"
1,"It is characterized by a progressive , fatal brain and liver disease .","O,O,O,O,O,O,O,O,O,O,O,O,O"
2,"This syndrome has been associated with mutations in POLG , the gene encoding the mitochondrial DNA polymerase ( pol gamma ) .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,O,O"
3,"Most patients with Alpers syndrome have been found to be compound heterozygotes , carrying two pathogenic mutations in trans at the POLG locus .","O,O,O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
4,"POLG is a nuclear - encoded gene whose protein product is imported into mitochondria , where it is essential for mtDNA replication and repair .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
5,We studied the skin fibroblasts of a patient with Alpers syndrome having the genotype E873stop / A467T.,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
6,The E873stop mutation produces a premature termination codon ( TAG ) in exon 17 .,"O,B,O,O,O,O,O,O,O,O,O,O,O,O,O"
7,The A467 T mutation produces a threonine to alanine substitution at a highly conserved site in exon 7 .,"O,O,O,O,O,O,B,I,I,O,O,O,O,O,O,O,O,O,O"
8,"The allele bearing the stop codon ( E873 - TAG ) is predicted to produce a truncated , catalytically inactive polymerase .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
9,"However , only full - length pol gamma protein was detected by Western blot analysis .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
10,"Here , we show that transcripts containing this stop codon undergo nonsense - associated alternative splicing and nonsense - mediated decay .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
11,More than 95 % of the functional POLG mRNA was derived from the allele bearing the A467 T mutation and less than 5 % contained the E873stop mutation .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
12,These events ensured that virtually all POLG protein in the cell was expressed from the A467 T allele .,"O,O,O,O,O,O,B,O,O,O,O,O,O,O,O,B,I,O,O"
13,"Therefore , the Alpers phenotype in this patient was a consequence of a single - copy gene dose of the A467 T allele , and selective elimination of transcripts bearing the E873stop mutation .","O,O,O,O,O,O,O,B,O,O,O,O,O,O,O,O,O,O,O,O,B,I,O,O,O,O,O,O,O,O,O,O,O,O"
0,Pharmacokinetics of desipramine HCl when administered with cinacalcet HCl ..,"O,O,B,I,O,O,O,O,O,O"
1,OBJECTIVE : In vitro work has demonstrated that cinacalcet is a strong inhibitor of cytochrome P450 isoenzyme ( CYP ) 2D6 .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
2,"The purpose of this study was to evaluate the effect of cinacalcet on CYP2D6 activity , using desipramine as a probe substrate , in healthy subjects .","O,O,O,O,O,O,O,O,O,O,O,B,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
3,"METHODS : Seventeen subjects who were genotyped as CYP2D6 extensive metabolizers were enrolled in this randomized , open - label , crossover study to receive a single oral dose of desipramine ( 50 mg ) on two separate occasions , once alone and once after multiple doses of cinacalcet ( 90 mg for 7 days ) .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
4,Blood samples were obtained predose and up to 72 h postdose .,"O,O,O,O,O,O,O,O,O,O,O,O"
5,RESULTS : Fourteen subjects completed both treatment arms .,"O,O,O,O,O,O,O,O,O"
6,"Relative to desipramine alone , mean AUC and C(max ) of desipramine increased 3.6- and 1.8 - fold when coadministered with cinacalcet .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
7,"The t ( 1/2,z ) of desipramine was longer when desipramine was coadministered with cinacalcet ( 21.0 versus 43.3 hs ) .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
8,The t ( max ) was similar between the regimens .,"O,O,O,O,O,O,O,O,O,O,O"
9,"Fewer subjects reported adverse events following treatment with desipramine alone than when receiving desipramine with cinacalcet ( 33 versus 86 % ) , the most frequent of which ( nausea and headache ) have been reported for patients treated with either desipramine or cinacalcet .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
10,CONCLUSION : This study demonstrates that cinacalcet is a strong inhibitor of CYP2D6 .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O"
11,"These data suggest that during concomitant treatment with cinacalcet , dose adjustment may be necessary for drugs that demonstrate a narrow therapeutic index and are metabolized by CYP2D6 .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
0,Safety of celecoxib in patients with adverse skin reactions to acetaminophen ( paracetamol ) and nimesulide associated or not with common non - steroidal anti - inflammatory drugs .. BACKGROUND : Acetaminophen ( paracetamol -- P ) and Nimesulide ( N ) are widely used analgesic - antipyretic / anti - inflammatory drugs .,"O,O,O,O,O,O,O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
1,The rate of adverse hypersensitivity reactions to these agents is generally low .,"O,O,O,O,B,O,O,O,O,O,O,O,O"
2,On the contrary non - steroidal anti - inflammatory drugs ( NSAIDs ) are commonly involved in such reactions .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
3,"Celecoxib ( CE ) is a novel drug , with high selectivity and affinity for COX-2 enzyme .","O,O,B,O,O,O,O,O,O,O,O,O,O,O,O,B,O,O"
4,OBJECTIVE : We evaluated the tolerability of CE in a group of patients with documented history of adverse cutaneous reactions to P and N associated or not to classic NSAIDs .,"O,O,O,O,O,O,O,O,O,O,O,O,B,O,O,O,O,O,B,I,O,O,O,B,O,O,O,O,O,B,O"
5,METHODS : We studied 9 patients with hypersensitivity to P and N with or without associated reactions to classic NSAIDs .,"O,O,O,O,O,B,O,B,O,B,O,O,O,O,O,O,O,O,O,O,O"
6,The diagnosis of P and N - induced skin reactions was based in vivo challenge .,"O,O,O,O,O,O,O,O,B,I,O,O,O,O,O,O"
7,The placebo was blindly administered at the beginning of each challenge .,"O,O,O,O,O,O,O,O,O,O,O,O"
8,"After three days , a cumulative dosage of 200 mg of CE in refracted doses were given .","O,O,O,O,O,O,O,O,O,O,O,B,O,O,O,O,O,O"
9,"After 2 - 3 days , a single dose of 200 mg was administered .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
10,"All patients were observed for 6 hours after each challenge , and controlled again after 24 hours to exclude delayed reactions .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
11,"The challenge was considered positive if one or more of the following appeared : erythema , rush or urticaria - angioedema .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,O,O,O,O,O,B,O"
12,RESULTS : No reaction was observed with placebo and eight patients ( 88.8 % ) tolerated CE .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,O"
13,Only one patient developed a moderate angioedema of the lips .,"O,O,O,O,O,O,O,O,O,O,O"
14,CONCLUSION : Only one hypersensitivity reaction to CE was documented among 9 P and N - highly NSAIDs intolerant patients .,"O,O,O,O,O,O,O,B,O,O,O,O,O,O,B,O,O,O,O,O,O"
15,"Thus , we conclude that CE is a reasonably safe alternative to be used in subjects who do not tolerate P and N.","O,O,O,O,O,B,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
0,An Ag - globin G->A gene polymorphism associated with b(0)39 thalassemia globin gene and high fetal hemoglobin production .. BACKGROUND : Increase of the expression of g - globin gene and high production of fetal hemoglobin ( HbF ) in b - thalassemia patients is widely accepted as associated with a milder or even asymptomatic disease .,"O,B,I,I,B,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,O,O,O,O,O,B,O,O,O,O,O,O,O,O,O,O,O,O,O"
1,"The search for HbF - associated polymorphisms ( such as the XmnI , BCL11A and MYB polymorphisms ) has recently gained great attention , in order to stratify b - thalassemia patients with respect to expectancy of the first transfusion , need for annual intake of blood , response to HbF inducers ( the most studied of which is hydroxyurea ) .","O,O,O,B,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
2,"METHODS : Ag - globin gene sequencing was performed on genomic DNA isolated from a total of 75 b - thalassemia patients , including 31 b(0)39 / b(0)39 , 33 b(0)39 / b(+)IVSI-110 , 9 b(+)IVSI-110 / b(+)IVSI-110 , one b(0)IVSI-1 / b(+)IVSI-6 and one b(0)39 / b(+)IVSI-6 .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
3,"RESULTS : The results show that the rs368698783 polymorphism is present in b - thalassemia patients in the 5'UTR sequence ( +25 ) of the Ag - globin gene , known to affect the LYAR ( human homologue of mouse Ly-1 antibody reactive clone ) binding site 5'-GGTTAT-3 ' .","O,O,O,O,O,O,O,O,O,O,O,O,B,I,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,O,O,O,O,B,O,O,O,O,O,O,O,O,O,O"
4,"This Ag(+25 G->A ) polymorphism is associated with the Gg - globin - XmnI polymorphism and both are linked with the b(0)39 - globin gene , but not with the b(+)IVSI-110 - globin gene .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,I,O,O,O,O,O,O,O,O,O,O,O"
5,"In agreement with the expectation that this mutation alters the LYAR binding activity , we found that the Ag(+25 G->A ) and Gg - globin - XmnI polymorphisms are associated with high HbF in erythroid precursor cells isolated from b(0)39 / b(0)39 thalassemia patients .","O,O,O,O,O,O,O,O,O,O,B,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
6,"CONCLUSIONS : As a potential explanation of our findings , we hypothesize that in b - thalassemia the Gg - globin - XmnI / Ag - globin-(G->A ) genotype is frequently under genetic linkage with b(0)-thalassemia mutations , but not with the b(+)-thalassemia mutation here studied ( i.e.","O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,O,O,O,O,O"
7,"b(+)IVSI-110 ) and that this genetic combination has been selected within the population of b(0)-thalassemia patients , due to functional association with high HbF.","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
8,Here we describe the characterization of the rs368698783 ( +25 G->A ) polymorphism of the Ag - globin gene associated in b(0)39 thalassemia patients with high HbF in erythroid precursor cells .,"O,O,O,O,O,O,O,O,O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,O,O,O,O,O"
0,X - linked adrenoleukodystrophy ( ALD ): a novel mutation of the ALD gene in 6 members of a family presenting with 5 different phenotypes .. Fragments of the adrenoleukodystrophy ( ALD ) cDNA from a patient with adolescent ALD were amplified by polymerase chain reaction and subcloned .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
1,"Bidirectional sequencing of the entire coding ALD gene disclosed a cytosine to guanine transversion at nucleotide 1451 in exon five , resulting in substitution of proline 484 by arginine .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,I,I,O"
2,"Five of nine siblings of the patient , comprising two cerebral ALD , one adrenomyeloneuropathy , one Addison only as well as the symptomatic mother ( all accumulating very long chain fatty acids ) carried this mutation , which was not found in the unaffected persons , in five unrelated ALD patients , and in twenty controls .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,O,O,O,O,O,O"
3,"We propose that this missense mutation generated the disease per se as well as the metabolic defect ; the different phenotypes , however , must have originated by means of additional pathogenetic factors ..","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
0,Simvastatin - ezetimibe - induced hepatic failure necessitating liver transplantation .. Abstract Serum aminotransferase elevations are a commonly known adverse effect of 3 - hydroxy-3 - methylglutaryl coenzyme A reductase inhibitor ( statin ) therapy .,"O,O,O,O,O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
1,"However , hepatotoxic events have not been widely published with ezetimibe or the combination agent simvastatin - ezetimibe .","O,O,B,O,O,O,O,O,O,O,B,O,O,O,O,O,O,O,O"
2,We describe a 70 - year - old Hispanic woman who developed fulminant hepatic failure necessitating liver transplantation 10 weeks after conversion from simvastatin 40 mg / day to simvastatin 10 mg - ezetimibe 40 mg / day .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,O,O,O,O,O,B,O,O,O,B,O,O,O,O,O"
3,The patient 's lipid panel had been maintained with simvastatin for 18 months before the conversion without evidence of hepatotoxicity .,"O,B,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
4,A routine laboratory work - up 10 weeks after conversion revealed elevated serum aminotransferase levels .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
5,"Simvastatinezetimibe and escitalopram ( which she was taking for depression ) were discontinued , and other potential causes of hepatotoxicity were excluded .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,O,O,O"
6,"A repeat work - up revealed further elevations in aminotransferase levels , and liver biopsy revealed evidence of moderate - to - severe drug toxicity .","O,O,O,O,O,O,O,O,O,B,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
7,She underwent liver transplantation with an uneventful postoperative course .,"O,O,O,O,O,O,O,O,O,O"
8,"Her aminotransferase levels returned to normal by postoperative day 23 , and her 2 - year follow - up showed no adverse events .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
9,"Ezetimibe undergoes extensive glucuronidation by uridine diphosphate glucoronosyltransferases ( UGT ) in the intestine and liver and may have inhibited the glucuronidation of simvastatin hydroxy acid , resulting in increased simvastatin exposure and subsequent hepatotoxicity .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
10,"To our knowledge , this is the first case report of simvastatin - ezetimibe - induced liver failure that resulted in liver transplantation .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
11,We postulate that the mechanism of the simvastatinezetimibe - induced hepatotoxicity is the increased simvastatin exposure by ezetimibe inhibition of UGT enzymes .,"O,O,O,O,O,O,O,O,O,O,B,O,O,O,O,O,O,O,O,O,B,O,O"
12,Clinicians should be aware of potential hepatotoxicity with simvastatin - ezetimibe especially in elderly patients and should carefully monitor serum aminotransferase levels when starting therapy and titrating the dosage .,"O,O,O,O,O,O,O,O,B,I,I,O,O,O,O,O,O,O,O,B,I,O,O,O,O,O,O,O,O,O"
0,Massive proteinuria and acute renal failure after oral bisphosphonate ( alendronate ) administration in a patient with focal segmental glomerulosclerosis .. A 61 - year - old Japanese man with nephrotic syndrome due to focal segmental glomerulosclerosis was initially responding well to steroid therapy .,"O,O,O,O,O,O,O,O,B,O,O,O,O,O,O,O,O,B,I,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
1,"The amount of daily urinary protein decreased from 15.6 to 2.8 g. Within 14 days of the oral bisphosphonate ( alendronate sodium ) administration , the amount of daily urinary protein increased rapidly up to 12.8 g with acute renal failure .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
2,"After discontinuing the oral alendronate , the patient underwent six cycles of hemodialysis and four cycles of LDL apheresis .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
3,"Urinary volume and serum creatinine levels recovered to the normal range , with urinary protein disappearing completely within 40 days .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
4,"This report demonstrates that not only intravenous , but also oral bisphosphonates can aggravate proteinuria and acute renal failure .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
0,Safety of capecitabine : a review ..,"O,O,O,O,O,O,O"
1,"IMPORTANCE OF THE FIELD : Fluoropyrimidines , in particular 5 - fluorouracil ( 5 - FU ) , have been the mainstay of treatment for several solid tumors , including colorectal , breast and head and neck cancers , for > 40 years .","O,O,O,O,O,B,O,O,O,O,O,O,O,B,I,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
2,AREAS COVERED IN THIS REVIEW : This article reviews the pharmacology and efficacy of capecitabine with a special emphasis on its safety .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
3,"WHAT THE READER WILL GAIN : The reader will gain better insight into the safety of capecitabine in special populations such as patients with advanced age , renal and kidney disease .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
4,We also explore different dosing and schedules of capecitabine administration .,"O,O,O,O,O,O,O,O,B,O,O"
5,TAKE HOME MESSAGE : Capecitabine is an oral prodrug of 5 - FU and was developed to fulfill the need for a more convenient therapy and provide an improved safety / efficacy profile .,"O,O,O,O,B,O,O,O,O,O,B,I,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
6,"It has shown promising results alone or in combination with other chemotherapeutic agents in colorectal , breast , pancreaticobiliary , gastric , renal cell and head and neck cancers .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,I,I,I,I,I,I,I,I,I,I,I,I,I,O"
7,"The most commonly reported toxic effects of capecitabine are diarrhea , nausea , vomiting , stomatitis and hand - foot syndrome .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,O,O,O,O,O,O"
8,"Capecitabine has a well - established safety profile and can be given safely to patients with advanced age , hepatic and renal dysfunctions .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
0,MDMA polydrug users show process - specific central executive impairments coupled with impaired social and emotional judgement processes ..,"B,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
1,"In recent years working memory deficits have been reported in users of MDMA ( 3,4 - methylenedioxymethamphetamine , ecstasy ) .","O,O,O,O,O,O,O,O,O,O,O,O,B,O,O,O,O,O,B,O,O"
2,"The current study aimed to assess the impact of MDMA use on three separate central executive processes ( set shifting , inhibition and memory updating ) and also on "" prefrontal "" mediated social and emotional judgement processes .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
3,"Fifteen polydrug ecstasy users and 15 polydrug non - ecstasy user controls completed a general drug use questionnaire , the Brixton Spatial Anticipation task ( set shifting ) , Backward Digit Span procedure ( memory updating ) , Inhibition of Return ( inhibition ) , an emotional intelligence scale , the Tromso Social Intelligence Scale and the Dysexecutive Questionnaire ( DEX ) .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
4,"Compared with MDMA - free polydrug controls , MDMA polydrug users showed impairments in set shifting and memory updating , and also in social and emotional judgement processes .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
5,The latter two deficits remained significant after controlling for other drug use .,"O,O,O,O,O,O,O,O,O,O,O,O,O"
6,These data lend further support to the proposal that cognitive processes mediated by the prefrontal cortex may be impaired by recreational ecstasy use .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,O,O"
0,"H3 histamine receptor - mediated activation of protein kinase Calpha inhibits the growth of cholangiocarcinoma in vitro and in vivo .. Histamine regulates functions via four receptors ( HRH1 , HRH2 , HRH3 , and HRH4 ) .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,O,O,O,O,O,O,O,O,O"
1,"The d - myo - inositol 1,4,5 - trisphosphate ( IP(3))/Ca(2+)/protein kinase C ( PKC)/mitogen - activated protein kinase pathway regulates cholangiocarcinoma growth .","O,O,O,O,O,O,O,O,O,O,B,O,O,O,B,I,I,I,I,O,O,O,O,O"
